Code poste;Nom poste;Fonction;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste
USSON;USSON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.0854972222222226;42.75141388888889;42.7514138889, 2.08549722222
VIVIE;VIVIEZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.219527777777778;44.55303055555555;44.5530305556, 2.21952777778
CONT5;CONTRISSON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.965894444444444;48.80693055555555;48.8069305556, 4.96589444444
FLOIR;FLOIRAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.5244500000000001;44.82098611111111;44.8209861111, -0.52445
SAUJO;SAUJON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.9094111111111112;45.67858888888889;45.6785888889, -0.909411111111
SALMO;SALMONPRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.999916666666667;48.82426111111111;48.8242611111, 4.99991666667
V.LOT;VILLENEUVE-SUR-LOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.7229027777777778;44.40233611111111;44.4023361111, 0.722902777778
MATHA;MATHA;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.32700277777777775;45.871405555555555;45.8714055556, -0.327002777778
GOURD;GOURDON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.3881999999999999;44.74432222222222;44.7443222222, 1.3882
REVIG;REVIGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;4.996833333333333;48.81816111111112;48.8181611111, 4.99683333333
OCHE;L OCHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.21475;45.03610555555555;45.0361055556, 6.21475
GOLBE;GOLBEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.426125;48.21700555555556;48.2170055556, 6.426125
DOUVR;DOUVRIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.8465555555555557;50.50893055555556;50.5089305556, 2.84655555556
CZRIE;COURRIERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.930475;50.45010833333333;50.4501083333, 2.930475
MAZIN;MAZINGARBE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.7240305555555557;50.47430277777778;50.4743027778, 2.72403055556
MTCRO;MONTCROISETTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.801972222222222;50.45043611111112;50.4504361111, 2.80197222222
ARBOR;ARBORIA;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.6823555555555556;47.99939166666667;47.9993916667, 2.68235555556
THEVA;THEVALLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.728225;48.041086111111106;48.0410861111, -0.728225
ACHIE;ACHIET;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.7812722222222224;50.139125;50.139125, 2.78127222222
AUDON;AUDON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.8237305555555555;43.80752777777777;43.8075277778, -0.823730555556
CHEMI;CHEMILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.7521472222222222;47.21306944444445;47.2130694444, -0.752147222222
SSHER;ST-HERBOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.8013638888888885;48.331272222222225;48.3312722222, -3.80136388889
PREDE;PREDEMBOURG;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2954;51.03854444444444;51.0385444444, 2.2954
SSVAU;ST-PARRES-LES-VAUDES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.204336111111111;48.17490833333333;48.1749083333, 4.20433611111
LEDAR;LEDAR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.1263166666666666;42.97904444444445;42.9790444444, 1.12631666667
CXFFA;CHAUFFAILLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.316911111111111;46.21138333333334;46.2113833333, 4.31691111111
F.STR;FORGES DE STRASBOURG;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.7963305555555555;48.58001666666667;48.5800166667, 7.79633055556
R.YON;ROCHE-SUR-YON (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.433486111111111;46.689455555555554;46.6894555556, -1.43348611111
SSSE5;ST-SERVAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.9458527777777779;48.621030555555556;48.6210305556, -1.94585277778
CTMAL;CHATEAU-MALO;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.9443972222222223;48.62258333333333;48.6225833333, -1.94439722222
V.BRE;VERNOU-SUR-BRENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.8539222222222222;47.40528611111111;47.4052861111, 0.853922222222
MERVA;MERVANS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.178977777777778;46.79994166666666;46.7999416667, 5.17897777778
YQUEL;YQUELON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.544722222222222;48.84066111111111;48.8406611111, -1.54472222222
GRABE;GRABES;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;0.6511333333333333;42.91777222222222;42.9177722222, 0.651133333333
CREMA;CREMADES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.8409861111111105;44.13298611111111;44.1329861111, 4.84098611111
VLERS;VILLERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.531913888888889;48.570977777777784;48.5709777778, 2.53191388889
HAGUE;HAGUE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.8748277777777778;49.68065555555555;49.6806555556, -1.87482777778
MORBR;MORBRAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.647025;48.779175;48.779175, 2.647025
LANG6;LANGLOIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.660036111111111;48.84167777777778;48.8416777778, 2.66003611111
GAZ;GAZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.1728416666666663;49.05446666666666;49.0544666667, 3.17284166667
VAIRE;VAIRES (-SUR-MARNE);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.655552777777778;48.874361111111114;48.8743611111, 2.65555277778
MOLSH;MOLSHEIM;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.4884611111111115;48.53230555555555;48.5323055556, 7.48846111111
LINGO;LINGOSTIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.187552777777778;43.71960555555556;43.7196055556, 7.18755277778
TESTE;TESTE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.1425055555555554;44.636125;44.636125, -1.14250555556
GONCE;GONCELIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.972238888888889;45.329597222222226;45.3295972222, 5.97223888889
GIROM;GIROMAGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.829336111111111;47.7349;47.7349, 6.82933611111
SORGU;SORGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.884677777777777;44.012819444444446;44.0128194444, 4.88467777778
GUITA;GUITAYNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.6678388888888889;44.76255;44.76255, -0.667838888889
MEYTH;MEYTHET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.102074999999999;45.91770277777778;45.9177027778, 6.102075
EVIAN;EVIAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.575494444444444;46.39601666666667;46.3960166667, 6.57549444444
SALLA;SALLANCHES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.6327694444444445;45.95634722222223;45.9563472222, 6.63276944444
MOTZ;MOTZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.842258333333333;45.932966666666665;45.9329666667, 5.84225833333
TARB5;TARBES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.06237777777777778;43.23999444444445;43.2399944444, 0.0623777777778
CARP5;CARPENTIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.6277583333333334;49.53919444444444;49.5391944444, -1.62775833333
CHEVR;CHEVRIL (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.9336416666666665;45.49593055555555;45.4959305556, 6.93364166667
MORC5;MORCENX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.9080305555555556;44.03646666666666;44.0364666667, -0.908030555556
ABOND;ABONDANCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.762666666666667;46.29342777777778;46.2934277778, 6.76266666667
BRIEN;BRIENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.519625;48.41406944444444;48.4140694444, 4.519625
VALTI;VALTIER (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.1438805555555556;49.141286111111114;49.1412861111, 1.14388055556
SOMMI;SOMMIERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.078158333333333;43.78228055555555;43.7822805556, 4.07815833333
GIMON;GIMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.8696805555555556;43.624627777777775;43.6246277778, 0.869680555556
TAVEL;TAVEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;4.643325;44.01473055555556;44.0147305556, 4.643325
CHENE;CHENET;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.4699;48.56672777777778;48.5667277778, 2.4699
COUE5;COUESMES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.3302361111111111;47.552458333333334;47.5524583333, 0.330236111111
LANTO;LANTON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.0249388888888888;44.740094444444445;44.7400944444, -1.02493888889
PONS;PONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.5628388888888889;45.572786111111114;45.5727861111, -0.562838888889
TOLME;TOLMER;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.6871277777777778;49.48972222222222;49.4897222222, -1.68712777778
RIORG;RIORGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.055991666666666;46.058025;46.058025, 4.05599166667
HAGET;HAGETMAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5685638888888889;43.65497222222222;43.6549722222, -0.568563888889
COUGN;COUGNALA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.933975;43.876558333333335;43.8765583333, -0.933975
CHEDD;CHEDDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.732738888888889;45.92713611111111;45.9271361111, 6.73273888889
THONE;THONES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.319802777777777;45.88468888888889;45.8846888889, 6.31980277778
SIAGN;SIAGNE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.760544444444444;43.672599999999996;43.6726, 6.76054444444
FIER;FIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.094363888888888;45.91170555555556;45.9117055556, 6.09436388889
CHARP;CHARPENAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;4.690080555555555;45.81869722222223;45.8186972222, 4.69008055556
AUBET;AUBETTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.194952777777778;43.502;43.502, 5.19495277778
F.ABE;FORGES-D ABEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5624472222222223;42.81735833333334;42.8173583333, -0.562447222222
GRAN6;GRANGENT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.247208333333333;45.468272222222225;45.4682722222, 4.24720833333
ORELL;ORELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.578475;45.204663888888895;45.2046638889, 6.578475
P.TRI;PONT TRINQUAT;POSTE DE TRANSFORMATION;ACCORD ADMINISTRATIF;225kV;3.911736111111111;43.59576666666667;43.5957666667, 3.91173611111
DARS5;DARSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.5488861111111111;49.48021666666667;49.4802166667, 0.548886111111
LAVAL;LAVAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.7919722222222222;48.051452777777776;48.0514527778, -0.791972222222
BAUDR;BAUDRY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3067583333333332;48.87226666666667;48.8722666667, 2.30675833333
REBO5;REBOURSIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.819488888888889;47.098511111111115;47.0985111111, 1.81948888889
CARQU;CARQUEIRANNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.0889194444444446;43.107350000000004;43.10735, 6.08891944444
DELBA;DELBASSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.954138888888889;50.264405555555555;50.2644055556, 3.95413888889
LAUZE;LAUZERTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.1017333333333335;44.266727777777774;44.2667277778, 1.10173333333
VENDA;VENDARGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.9604416666666666;43.65495833333333;43.6549583333, 3.96044166667
BZNIL;BOURNILLON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.427133333333334;45.06101666666667;45.0610166667, 5.42713333333
L.VIE;LUNEL-VIEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.088780555555555;43.68038333333333;43.6803833333, 4.08878055556
F.FRA;FOND-DE-FRANCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.074875;45.27978611111111;45.2797861111, 6.074875
ROSNA;ROSNAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.2508416666666666;46.70342777777778;46.7034277778, 1.25084166667
CROLL;CROLLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.882436111111112;45.26509444444444;45.2650944444, 5.88243611111
CXMET;CHAUMETTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6467444444444445;47.356836111111114;47.3568361111, 0.646744444444
LESTE;LESTELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.9025555555555556;43.113347222222224;43.1133472222, 0.902555555556
CLONA;CLONAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.770038888888889;45.428875;45.428875, 4.77003888889
RAMIE;RAMIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.4337694444444444;43.56633333333333;43.5663333333, 1.43376944444
GLONV;GLONVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.705294444444444;48.463322222222224;48.4633222222, 6.70529444444
P.RO6;PEAGE-DE-ROUSSILLON-POSTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.799402777777778;45.349275000000006;45.349275, 4.79940277778
BXVAI;BEAUVAIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.0675444444444446;49.42905833333333;49.4290583333, 2.06754444444
FRUGE;FRUGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.094580555555556;50.49961666666667;50.4996166667, 2.09458055556
SAULE;SAULES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.0593638888888885;48.79051388888889;48.7905138889, 2.05936388889
GRENA;GRENAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.075805555555555;45.654263888888885;45.6542638889, 5.07580555556
CARLO;CARLO;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.3265666666666664;43.799680555555554;43.7996805556, 7.32656666667
VITRO;VITROLLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.243230555555556;43.444222222222216;43.4442222222, 5.24323055556
BRAEK;BRAEK;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.294433333333333;51.03733888888889;51.0373388889, 2.29443333333
P.BRI;PONT DE BRIQUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6244555555555555;50.683363888888884;50.6833638889, 1.62445555556
OUTRE;OUTREAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6030833333333334;50.692297222222216;50.6922972222, 1.60308333333
ATTAQ;ATTAQUES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;1.9140555555555554;50.92145;50.92145, 1.91405555556
F.SUL;FORET DE SULLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.3646277777777778;47.73727777777778;47.7372777778, 2.36462777778
SSJAM;STE-JAMME (-SUR-SARTHE);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.16709444444444443;48.14608055555556;48.1460805556, 0.167094444444
FOUTE;FOUTEIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2953027777777777;50.99013888888889;50.9901388889, 2.29530277778
MEXIM;MEXIMIEUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.214997222222222;45.90666944444445;45.9066694444, 5.21499722222
C.BAP;CROIX-BAPTISTE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.1486638888888887;49.131341666666664;49.1313416667, 2.14866388889
LIERS;LIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3498833333333335;48.62716944444445;48.6271694444, 2.34988333333
OLLAI;OLLAINVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.216441666666667;48.62313888888889;48.6231388889, 2.21644166667
AYTRE;AYTRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0912111111111111;46.130125;46.130125, -1.09121111111
MTRON;MONTROND;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.247336111111111;45.63869722222222;45.6386972222, 4.24733611111
MADE5;MADELEINE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.646705555555555;45.54012222222222;45.5401222222, 4.64670555556
PLOE5;PLOEREN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.828325;47.65524166666667;47.6552416667, -2.828325
EGLET;EGLETONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.075216666666667;45.40060833333333;45.4006083333, 2.07521666667
MORIG;MORIGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.1829194444444444;48.43320833333333;48.4332083333, 2.18291944444
S.GUI;SILLE-LE-GUILLAUME;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.15155;48.17479722222222;48.1747972222, -0.15155
BOUS5;BOUSSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.2223222222222225;46.35373055555556;46.3537305556, 2.22232222222
LAVEL;LAVELANET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.8338861111111113;42.92211388888889;42.9221138889, 1.83388611111
PHALS;PHALSBOURG;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.2717583333333335;48.774002777777774;48.7740027778, 7.27175833333
GESSE;GESSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.165563888888889;42.77464722222222;42.7746472222, 2.16556388889
MIREV;MIREVAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.8104888888888886;43.50908611111111;43.5090861111, 3.81048888889
B.BAS;BAS-EN-BASSET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.140616666666667;45.30257777777778;45.3025777778, 4.14061666667
GARCH;GARCHIZY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.0846472222222223;47.031475;47.031475, 3.08464722222
B.SEP;BATTERIE-DE-SEPT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-4.520611111111111;48.36983611111111;48.3698361111, -4.52061111111
SSMIN;STE-MARIE-AUX-MINES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.198838888888889;48.250236111111114;48.2502361111, 7.19883888889
CREUT;CREUTZWALD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.707458333333333;49.19130277777777;49.1913027778, 6.70745833333
S.MOU;SALLES-MOUSSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.14365833333333333;45.957394444444446;45.9573944444, 0.143658333333
DALST;DALSTEIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.399794444444445;49.30694722222222;49.3069472222, 6.39979444444
BOULA;BOULAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.484483333333333;49.18878888888889;49.1887888889, 6.48448333333
REMIL;REMILLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.426236111111112;49.002113888888886;49.0021138889, 6.42623611111
MAXE;LA MAXE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.190230555555556;49.15585;49.15585, 6.19023055556
VENDE;VENDETS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.177855555555555;45.22316388888889;45.2231638889, 4.17785555556
CADAL;CADALLES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.211972222222222;46.20825833333333;46.2082583333, 5.21197222222
ESQUE;ESQUERCHIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.024233333333333;50.36235833333333;50.3623583333, 3.02423333333
CHABA;CHABANAIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6941583333333333;45.87605833333333;45.8760583333, 0.694158333333
VLEDI;VILLEDIEU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.2433722222222223;48.84162222222223;48.8416222222, -1.24337222222
BARLI;BARLIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.6112027777777778;50.443191666666664;50.4431916667, 2.61120277778
B.CH6;BOISSY LE CHATEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;HORS TENSION;3.1256055555555555;48.81341111111111;48.8134111111, 3.12560555556
OSERA;OSERAIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.9282805555555553;48.60048333333334;48.6004833333, 2.92828055556
TAILL;TAILLIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.2966055555555553;48.77562777777778;48.7756277778, 3.29660555556
BXVAL;BEAUVAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.9286055555555555;48.94956666666666;48.9495666667, 2.92860555556
ROSS5;ROSSIGNOL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.7077416666666667;49.032688888888885;49.0326888889, 2.70774166667
REMIS;REMISE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;1.930597222222222;49.288125;49.288125, 1.93059722222
PUISE;PUISEUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.012758333333333;49.054538888888885;49.0545388889, 2.01275833333
FTENI;FONTENILLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.1986333333333334;43.56500555555555;43.5650055556, 1.19863333333
GELLA;GELLAINVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.5248972222222221;48.428438888888884;48.4284388889, 1.52489722222
LANCE;LANCEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.8877138888888885;45.23512222222222;45.2351222222, 5.88771388889
LAUZ5;LAUZE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.0445472222222225;45.206775;45.206775, 6.04454722222
VERN7;VERNEY (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.046869444444444;45.149741666666664;45.1497416667, 6.04686944444
MAURS;MAURS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.205852777777778;44.699475;44.699475, 2.20585277778
M.MOR;MITRY-MORY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.6314444444444445;48.967130555555556;48.9671305556, 2.63144444444
MTIGN;MONTIGNAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.1902805555555556;45.061924999999995;45.061925, 1.19028055556
CARVI;CARVIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.955480555555556;50.471050000000005;50.47105, 2.95548055556
CZVIL;COURVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.2367555555555556;48.45227777777778;48.4522777778, 1.23675555556
CZBEV;COURBEVOIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.261338888888889;48.90544444444444;48.9054444444, 2.26133888889
PESSA;PESSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.6661194444444445;44.78812222222222;44.7881222222, -0.666119444444
MEDOQ;MEDOQUINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5986;44.81724722222223;44.8172472222, -0.5986
CHESN;CHESNOY (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.865311111111111;48.38928888888889;48.3892888889, 2.86531111111
HORME;HORME (L );POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.552280555555555;45.491080555555556;45.4910805556, 4.55228055556
POISE;POISEUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.791702777777778;47.58334166666667;47.5833416667, 4.79170277778
VALDU;VALDUC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.871211111111111;47.57970277777778;47.5797027778, 4.87121111111
COUBE;COUBERT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.726152777777778;48.68845833333333;48.6884583333, 2.72615277778
SSDAL;ST-DALMAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;7.586169444444444;44.04673888888889;44.0467388889, 7.58616944444
MERMO;MERMOZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.870891666666667;45.737877777777776;45.7378777778, 4.87089166667
LASSA;LASSAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.5256083333333333;48.427569444444444;48.4275694444, -0.525608333333
ALBIA;ALBIAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.4413111111111112;44.090175;44.090175, 1.44131111111
R.CH5;RECHICOURT-LE-CHATEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.8327277777777775;48.65853333333333;48.6585333333, 6.83272777778
TEMP5;TEMPLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3743416666666666;48.87225277777778;48.8722527778, 2.37434166667
METHA;METHANIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.849266666666666;43.45441944444445;43.4544194444, 4.84926666667
GOLF5;GOLFECH (NUCLEAIRE);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;0.8432972222222223;44.10650833333334;44.1065083333, 0.843297222222
BREIL;BREIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.517516666666666;43.91231111111111;43.9123111111, 7.51751666667
FESS5;FESSENHEIM;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;7.562658333333333;47.90334444444444;47.9033444444, 7.56265833333
UZES;UZES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.406575;44.006927777777776;44.0069277778, 4.406575
V.ETI;VILLEY ST ETIENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.960136111111111;48.71966944444445;48.7196694444, 5.96013611111
P.ROS;PETITE-ROSSELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.881936111111112;49.197075;49.197075, 6.88193611111
GUINE;GUINEBERT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.6866611111111114;48.277055555555556;48.2770555556, 2.68666111111
